subject,general white matter,general grey matter,general csf,cerebellum,brainstem,thalamus,putamen+pallidum,hippocampus+amygdala
sub-109861838866_T1w,0.8575,0.7487,0.8365,0.8857,0.9007,0.8866,0.8919,0.8688
